NOMBRE DEL PROYECTO,ETAPA_DE_PROYECTO,TIPO_DE_OBRA,AREA_CONSTRUCCION,AREA_TERRENO,PRECIO_SOLES,PRECIO_X_M2,NRO_UNIDADES,NRO_DORMITORIOS,PCT_AVANCE,NOMBRE DEL CONSTRUCTOR,TIPO CONSTRUCTOR,NRO_PISOS,URBANIZACION,SECTOR_URBANO
SALAVERRY 2431,1.0,Edificio de departamentos,31841,1466,0.0,0.0,1,0,0.91,V Y V PROYECTO PARREÑO SAC,4,28,,Lima Top
SALAVERRY 2431,1.0,Edificio de departamentos,31841,1466,12000.0,4000.0,25,0,0.91,V Y V PROYECTO PARREÑO SAC,4,28,,Lima Top
SALAVERRY 2431,1.0,Edificio de departamentos,31841,1466,50000.0,3846.15,99,0,0.91,V Y V PROYECTO PARREÑO SAC,4,28,,Lima Top
SALAVERRY 2431,1.0,Edificio de departamentos,31841,1466,701000.0,8057.47,33,3,0.91,V Y V PROYECTO PARREÑO SAC,4,28,,Lima Top
SALAVERRY 2675,1.0,Edificio de departamentos,11225,536,475000.0,11875.0,9,1,1.0,J. PEZO Y CIA. S.A.,4,8,,Lima Top
SALAVERRY 2675,1.0,Edificio de departamentos,11225,536,820000.0,10789.5,5,2,1.0,J. PEZO Y CIA. S.A.,4,8,,Lima Top
SALAVERRY 2675,1.0,Edificio de departamentos,11225,536,530000.0,11041.7,10,1,1.0,J. PEZO Y CIA. S.A.,4,8,,Lima Top
SALAVERRY 2675,1.0,Edificio de departamentos,11225,536,80000.0,5333.33,11,0,1.0,J. PEZO Y CIA. S.A.,4,8,,Lima Top
SALAVERRY 2675,1.0,Edificio de departamentos,11225,536,660000.0,10819.7,8,2,1.0,J. PEZO Y CIA. S.A.,4,8,,Lima Top
SALAVERRY 2675,1.0,Edificio de departamentos,11225,536,890000.0,10229.9,5,2,1.0,J. PEZO Y CIA. S.A.,4,8,,Lima Top
SALAVERRY 2675,1.0,Edificio de departamentos,11225,536,487000.0,8396.55,7,2,1.0,J. PEZO Y CIA. S.A.,4,8,,Lima Top
SALAVERRY DISTRICT,,Edificio de departamentos,17450,680,680372.0,8836.0,35,3,0.0,TALE INMOBILIARIA SAC,4,28,,Lima Top
SALAVERRY DISTRICT,,Edificio de departamentos,17450,680,602397.0,8991.0,4,1,0.0,TALE INMOBILIARIA SAC,4,28,,Lima Top
SALAVERRY DISTRICT,,Edificio de departamentos,17450,680,582720.0,9105.0,34,2,0.0,TALE INMOBILIARIA SAC,4,28,,Lima Top
SALAVERRY DISTRICT,,Edificio de departamentos,17450,680,385796.0,8972.0,8,1,0.0,TALE INMOBILIARIA SAC,4,28,,Lima Top
SALAVERRY DISTRICT,,Edificio de departamentos,17450,680,778950.0,8655.0,30,3,0.0,TALE INMOBILIARIA SAC,4,28,,Lima Top
SALAVERRY DISTRICT,,Edificio de departamentos,17450,680,531000.0,9155.17,30,2,0.0,TALE INMOBILIARIA SAC,4,28,,Lima Top
SALAVERRY DISTRICT,,Edificio de departamentos,17450,680,432000.0,9000.0,10,1,0.0,TALE INMOBILIARIA SAC,4,28,,Lima Top
SALAVERRY DISTRICT,,Edificio de departamentos,17450,680,50000.0,3846.15,160,0,0.0,TALE INMOBILIARIA SAC,4,28,,Lima Top
SALAVERRY DISTRICT,,Edificio de departamentos,17450,680,0.0,0.0,1,0,0.0,TALE INMOBILIARIA SAC,4,28,,Lima Top
SALAVERRY DISTRICT,,Edificio de departamentos,17450,680,671055.0,8715.0,2,2,0.0,TALE INMOBILIARIA SAC,4,28,,Lima Top
SALAVERRY DISTRICT,,Edificio de departamentos,17450,680,790000.0,8586.96,34,3,0.0,TALE INMOBILIARIA SAC,4,28,,Lima Top
SANTA LUISA,,Edificio de departamentos,2200,242,927754.0,8283.52,7,3,0.14,BA CONSTRUCTORES SAC,4,9,,Lima Top
SANTA LUISA,,Edificio de departamentos,2200,242,1173650.0,8824.41,6,3,0.14,BA CONSTRUCTORES SAC,4,9,,Lima Top
SANTA LUISA,,Edificio de departamentos,2200,242,1084980.0,9687.37,1,3,0.14,BA CONSTRUCTORES SAC,4,9,,Lima Top
SANTA LUISA,,Edificio de departamentos,2200,242,1097120.0,4941.96,1,3,0.14,BA CONSTRUCTORES SAC,4,9,,Lima Top
SANTA LUISA,,Edificio de departamentos,2200,242,1409180.0,5297.67,1,3,0.14,BA CONSTRUCTORES SAC,4,9,,Lima Top
SANTA LUISA,,Edificio de departamentos,2200,242,51120.0,3932.31,4,0,0.14,BA CONSTRUCTORES SAC,4,9,,Lima Top
SANTO TORIBIO,1.0,Edificio de departamentos,17420,3484,1278000.0,14860.5,30,2,0.0,TALE INMOBILIARIA SAC,4,15,,Lima Top
SANTO TORIBIO,1.0,Edificio de departamentos,17420,3484,468013.0,11143.2,30,1,0.0,TALE INMOBILIARIA SAC,4,15,,Lima Top
SANTO TORIBIO,1.0,Edificio de departamentos,17420,3484,70000.0,5000.0,190,0,0.0,TALE INMOBILIARIA SAC,4,15,,Lima Top
SANTO TORIBIO,1.0,Edificio de departamentos,17420,3484,858585.0,11150.5,7,2,0.0,TALE INMOBILIARIA SAC,4,15,,Lima Top
SANTO TORIBIO,1.0,Edificio de departamentos,17420,3484,468013.0,9957.72,35,1,0.0,TALE INMOBILIARIA SAC,4,15,,Lima Top
SANTO TORIBIO,1.0,Edificio de departamentos,17420,3484,690235.0,12109.4,5,1,0.0,TALE INMOBILIARIA SAC,4,15,,Lima Top
SANTO TORIBIO,1.0,Edificio de departamentos,17420,3484,888888.0,12012.0,30,2,0.0,TALE INMOBILIARIA SAC,4,15,,Lima Top
SANTO TORIBIO,1.0,Edificio de departamentos,17420,3484,1434340.0,10704.0,4,4,0.0,TALE INMOBILIARIA SAC,4,15,,Lima Top
SANTO TORIBIO,1.0,Edificio de departamentos,17420,3484,461279.0,8870.75,35,1,0.0,TALE INMOBILIARIA SAC,4,15,,Lima Top
SILICCE,,Edificio de departamentos,1550,244,794000.0,10311.7,8,3,0.3,QUADRAT SAC,4,5,,Lima Top
SILICCE,,Edificio de departamentos,1550,244,1124000.0,8646.15,4,3,0.3,QUADRAT SAC,4,5,,Lima Top
SILICCE,,Edificio de departamentos,1550,244,680000.0,10461.5,7,2,0.3,QUADRAT SAC,4,5,,Lima Top
SOUL,1.0,Edificio de departamentos,2260,452,850000.0,9042.55,7,3,0.1,CONSTRUCTOR,4,6,,Lima Top
SOUL,1.0,Edificio de departamentos,2260,452,1185050.0,8650.0,3,2,0.1,CONSTRUCTOR,4,6,,Lima Top
SOUL,1.0,Edificio de departamentos,2260,452,785000.0,8920.45,4,3,0.1,CONSTRUCTOR,4,6,,Lima Top
SOUL,1.0,Edificio de departamentos,2260,452,942671.0,9064.14,4,3,0.1,CONSTRUCTOR,4,6,,Lima Top
SOUL,1.0,Edificio de departamentos,2260,452,55000.0,4230.77,30,0,0.1,CONSTRUCTOR,4,6,,Lima Top
STILL,,Edificio de departamentos,7990,1370,1044400.0,8288.85,9,3,0.0,ARMANDO PAREDES SAC,4,9,,Lima Top
STILL,,Edificio de departamentos,7990,1370,1414210.0,8950.71,9,3,0.0,ARMANDO PAREDES SAC,4,9,,Lima Top
STILL,,Edificio de departamentos,7990,1370,1836100.0,8540.0,9,3,0.0,ARMANDO PAREDES SAC,4,9,,Lima Top
STILL,,Edificio de departamentos,7990,1370,2016080.0,7875.31,9,3,0.0,ARMANDO PAREDES SAC,4,9,,Lima Top
STILL,,Edificio de departamentos,7990,1370,52185.0,3727.5,48,0,0.0,ARMANDO PAREDES SAC,4,9,,Lima Top
THE BRICKELL TOWER,,Edificio de departamentos,18230,510,65000.0,4642.86,132,0,0.0,"INVERSIONES, PROYECTOS & NEGOCIOS INMOBILIARIOS SAC",4,38,,Lima Top
THE BRICKELL TOWER,,Edificio de departamentos,18230,510,434700.0,9879.55,64,1,0.0,"INVERSIONES, PROYECTOS & NEGOCIOS INMOBILIARIOS SAC",4,38,,Lima Top
THE BRICKELL TOWER,,Edificio de departamentos,18230,510,423471.0,10586.8,67,1,0.0,"INVERSIONES, PROYECTOS & NEGOCIOS INMOBILIARIOS SAC",4,38,,Lima Top
THE BRICKELL TOWER,,Edificio de departamentos,18230,510,479941.0,10665.4,64,1,0.0,"INVERSIONES, PROYECTOS & NEGOCIOS INMOBILIARIOS SAC",4,38,,Lima Top
THE BRICKELL TOWER,,Edificio de departamentos,18230,510,383824.0,10661.8,66,1,0.0,"INVERSIONES, PROYECTOS & NEGOCIOS INMOBILIARIOS SAC",4,38,,Lima Top
THE BRICKELL TOWER,,Edificio de departamentos,18230,510,630011.0,10000.2,63,2,0.0,"INVERSIONES, PROYECTOS & NEGOCIOS INMOBILIARIOS SAC",4,38,,Lima Top
THE GRAND,1.0,Edificio de departamentos,24347,1230,2276860.0,14319.9,1,1,1.0,V & V BRAVO S.A.C.,4,22,,Lima Top
THE GRAND,1.0,Edificio de departamentos,24347,1230,1932560.0,12714.2,29,2,1.0,V & V BRAVO S.A.C.,4,22,,Lima Top
THE GRAND,1.0,Edificio de departamentos,24347,1230,3758140.0,16411.1,1,2,1.0,V & V BRAVO S.A.C.,4,22,,Lima Top
THE GRAND,1.0,Edificio de departamentos,24347,1230,0.0,0.0,1,0,1.0,V & V BRAVO S.A.C.,4,22,,Lima Top
THE GRAND,1.0,Edificio de departamentos,24347,1230,3778840.0,12189.8,15,3,1.0,V & V BRAVO S.A.C.,4,22,,Lima Top
THE GRAND,1.0,Edificio de departamentos,24347,1230,8206480.0,13322.2,3,3,1.0,V & V BRAVO S.A.C.,4,22,,Lima Top
THE GRAND,1.0,Edificio de departamentos,24347,1230,4182610.0,13804.0,16,3,1.0,V & V BRAVO S.A.C.,4,22,,Lima Top
THE GRAND,1.0,Edificio de departamentos,24347,1230,63498.0,4884.46,47,0,1.0,V & V BRAVO S.A.C.,4,22,,Lima Top
THE GRAND,1.0,Edificio de departamentos,24347,1230,1803540.0,11944.0,1,1,1.0,V & V BRAVO S.A.C.,4,22,,Lima Top
THE GRAND,1.0,Edificio de departamentos,24347,1230,22176.0,3696.0,12,0,1.0,V & V BRAVO S.A.C.,4,22,,Lima Top
THE LEAD ,1.0,Edificio de departamentos,22167,544,578680.0,8510.0,39,2,1.0,PDK PERU SRL,4,22,,Lima Top
THE LEAD ,1.0,Edificio de departamentos,22167,544,0.0,0.0,1,0,1.0,PDK PERU SRL,4,22,,Lima Top
THE LEAD ,1.0,Edificio de departamentos,22167,544,392794.0,8539.0,39,1,1.0,PDK PERU SRL,4,22,,Lima Top
THE LEAD ,1.0,Edificio de departamentos,22167,544,528364.0,8522.0,39,2,1.0,PDK PERU SRL,4,22,,Lima Top
THE LEAD ,1.0,Edificio de departamentos,22167,544,1127000.0,8166.67,4,2,1.0,PDK PERU SRL,4,22,,Lima Top
THE LEAD ,1.0,Edificio de departamentos,22167,544,775260.0,8614.0,2,2,1.0,PDK PERU SRL,4,22,,Lima Top
THE LEAD ,1.0,Edificio de departamentos,22167,544,510000.0,8500.0,39,2,1.0,PDK PERU SRL,4,22,,Lima Top
THE LEAD ,1.0,Edificio de departamentos,22167,544,57000.0,4071.43,92,0,1.0,PDK PERU SRL,4,22,,Lima Top
THE PALMS,1.0,Edificio de departamentos,31619,822,0.0,0.0,1,0,1.0,INVERSIONES INMOBILIARIAS AUSTRALES SA,4,20,,Lima Top
THE PALMS,1.0,Edificio de departamentos,31619,822,2012580.0,11058.1,3,2,1.0,INVERSIONES INMOBILIARIAS AUSTRALES SA,4,20,,Lima Top
THE PALMS,1.0,Edificio de departamentos,31619,822,2667000.0,11495.7,15,3,1.0,INVERSIONES INMOBILIARIAS AUSTRALES SA,4,20,,Lima Top
THE PALMS,1.0,Edificio de departamentos,31619,822,1796300.0,13506.0,4,3,1.0,INVERSIONES INMOBILIARIAS AUSTRALES SA,4,20,,Lima Top
THE PALMS,1.0,Edificio de departamentos,31619,822,2846220.0,14521.5,2,3,1.0,INVERSIONES INMOBILIARIAS AUSTRALES SA,4,20,,Lima Top
THE PALMS,1.0,Edificio de departamentos,31619,822,2212870.0,8644.02,29,3,1.0,INVERSIONES INMOBILIARIAS AUSTRALES SA,4,20,,Lima Top
THE PALMS,1.0,Edificio de departamentos,31619,822,4733290.0,15170.8,20,3,1.0,INVERSIONES INMOBILIARIAS AUSTRALES SA,4,20,,Lima Top
THE PALMS,1.0,Edificio de departamentos,31619,822,85000.0,4473.68,23,0,1.0,INVERSIONES INMOBILIARIAS AUSTRALES SA,4,20,,Lima Top
THE PALMS,1.0,Edificio de departamentos,31619,822,2245240.0,14121.0,8,2,1.0,INVERSIONES INMOBILIARIAS AUSTRALES SA,4,20,,Lima Top
THE SUMMIT,,Edificio de departamentos,18010,800,98583.8,7583.37,110,0,0.0,MERIDIAN REAL ESTATE SAC,4,21,,Lima Top
THE SUMMIT,,Edificio de departamentos,18010,800,641000.0,8324.68,51,3,0.0,MERIDIAN REAL ESTATE SAC,4,21,,Lima Top
THE SUMMIT,,Edificio de departamentos,18010,800,532339.0,7604.84,1,2,0.0,MERIDIAN REAL ESTATE SAC,4,21,,Lima Top
THE SUMMIT,,Edificio de departamentos,18010,800,466273.0,8039.19,48,2,0.0,MERIDIAN REAL ESTATE SAC,4,21,,Lima Top
THE SUMMIT,,Edificio de departamentos,18010,800,578200.0,8143.66,48,3,0.0,MERIDIAN REAL ESTATE SAC,4,21,,Lima Top
THE SUMMIT,,Edificio de departamentos,18010,800,430947.0,7980.5,46,2,0.0,MERIDIAN REAL ESTATE SAC,4,21,,Lima Top
THE SUMMIT,,Edificio de departamentos,18010,800,385318.0,7863.63,44,2,0.0,MERIDIAN REAL ESTATE SAC,4,21,,Lima Top
THE SUMMIT,,Edificio de departamentos,18010,800,621032.0,8280.43,1,3,0.0,MERIDIAN REAL ESTATE SAC,4,21,,Lima Top
THE SUMMIT,,Edificio de departamentos,18010,800,470169.0,7583.37,1,2,0.0,MERIDIAN REAL ESTATE SAC,4,21,,Lima Top
TOSCANA,1.0,Edificio de departamentos,8752,1189,1098000.0,9716.81,7,3,1.0,PROYECTOS URBAESPACIOS,4,8,,Lima Top
TOSCANA,1.0,Edificio de departamentos,8752,1189,860000.0,8600.0,6,3,1.0,PROYECTOS URBAESPACIOS,4,8,,Lima Top
TOSCANA,1.0,Edificio de departamentos,8752,1189,641520.0,9720.0,5,2,1.0,PROYECTOS URBAESPACIOS,4,8,,Lima Top
TOSCANA,1.0,Edificio de departamentos,8752,1189,519750.0,8250.0,12,2,1.0,PROYECTOS URBAESPACIOS,4,8,,Lima Top
TOSCANA,1.0,Edificio de departamentos,8752,1189,944943.0,8513.0,4,2,1.0,PROYECTOS URBAESPACIOS,4,8,,Lima Top
TOSCANA,1.0,Edificio de departamentos,8752,1189,65000.0,4642.86,80,0,1.0,PROYECTOS URBAESPACIOS,4,8,,Lima Top
TOSCANA,1.0,Edificio de departamentos,8752,1189,925000.0,9946.24,8,3,1.0,PROYECTOS URBAESPACIOS,4,8,,Lima Top
TOSCANA,1.0,Edificio de departamentos,8752,1189,946474.0,8929.0,1,2,1.0,PROYECTOS URBAESPACIOS,4,8,,Lima Top
TOSCANA,1.0,Edificio de departamentos,8752,1189,910000.0,7054.26,7,3,1.0,PROYECTOS URBAESPACIOS,4,8,,Lima Top
TOSCANA,1.0,Edificio de departamentos,8752,1189,472000.0,8581.82,31,2,1.0,PROYECTOS URBAESPACIOS,4,8,,Lima Top
TWO FLEX ONE,,Edificio de departamentos,2360,372,54615.0,4201.15,20,0,1.0,TALLER DE DISEÑO CONSTRUCTIVO SAC,4,5,,Lima Top
TWO FLEX ONE,,Edificio de departamentos,2360,372,983070.0,6923.03,2,2,1.0,TALLER DE DISEÑO CONSTRUCTIVO SAC,4,5,,Lima Top
TWO FLEX ONE,,Edificio de departamentos,2360,372,1274350.0,6851.34,1,3,1.0,TALLER DE DISEÑO CONSTRUCTIVO SAC,4,5,,Lima Top
TWO FLEX ONE,,Edificio de departamentos,2360,372,983070.0,6642.36,1,2,1.0,TALLER DE DISEÑO CONSTRUCTIVO SAC,4,5,,Lima Top
TWO FLEX ONE,,Edificio de departamentos,2360,372,1565630.0,6313.02,1,3,1.0,TALLER DE DISEÑO CONSTRUCTIVO SAC,4,5,,Lima Top
TWO FLEX ONE,,Edificio de departamentos,2360,372,1055890.0,7763.9,1,3,1.0,TALLER DE DISEÑO CONSTRUCTIVO SAC,4,5,,Lima Top
TWO FLEX ONE,,Edificio de departamentos,2360,372,802560.0,8629.68,6,2,1.0,TALLER DE DISEÑO CONSTRUCTIVO SAC,4,5,,Lima Top
TWO FLEX ONE,,Edificio de departamentos,2360,372,983070.0,9102.5,2,2,1.0,TALLER DE DISEÑO CONSTRUCTIVO SAC,4,5,,Lima Top
TWO FLEX ONE,,Edificio de departamentos,2360,372,982500.0,8931.82,2,3,1.0,TALLER DE DISEÑO CONSTRUCTIVO SAC,4,5,,Lima Top
TWO FLEX ONE,,Edificio de departamentos,2360,372,1034040.0,7893.47,1,3,1.0,TALLER DE DISEÑO CONSTRUCTIVO SAC,4,5,,Lima Top
TWO FLEX ONE,,Edificio de departamentos,2360,372,1201530.0,7326.4,1,3,1.0,TALLER DE DISEÑO CONSTRUCTIVO SAC,4,5,,Lima Top
VISUM,1.0,Edificio de departamentos,9941,652,568000.0,8738.46,14,2,0.5,URBALIMA SAC,4,25,,Lima Top
VISUM,1.0,Edificio de departamentos,9941,652,498000.0,8586.21,7,2,0.5,URBALIMA SAC,4,25,,Lima Top
VISUM,1.0,Edificio de departamentos,9941,652,488000.0,8714.29,7,2,0.5,URBALIMA SAC,4,25,,Lima Top
VISUM,1.0,Edificio de departamentos,9941,652,833000.0,8330.0,12,3,0.5,URBALIMA SAC,4,25,,Lima Top
VISUM,1.0,Edificio de departamentos,9941,652,1008300.0,8264.75,39,3,0.5,URBALIMA SAC,4,25,,Lima Top
VISUM,1.0,Edificio de departamentos,9941,652,299340.0,8315.0,10,3,0.5,URBALIMA SAC,4,25,,Lima Top
VISUM,1.0,Edificio de departamentos,9941,652,65000.0,4642.86,40,0,0.5,URBALIMA SAC,4,25,,Lima Top
VISUM,1.0,Edificio de departamentos,9941,652,1413050.0,8411.0,4,3,0.5,URBALIMA SAC,4,25,,Lima Top
VISUM,1.0,Edificio de departamentos,9941,652,1910600.0,8200.0,4,1,0.5,URBALIMA SAC,4,25,,Lima Top
VISUM,1.0,Edificio de departamentos,9941,652,0.0,0.0,1,0,0.5,URBALIMA SAC,4,25,,Lima Top
WALK STREET,1.0,Edificio de departamentos,2850,570,755630.0,12187.6,7,2,1.0,INNOVA & BUILD SAC,4,5,,Lima Top
WALK STREET,1.0,Edificio de departamentos,2850,570,718770.0,11593.1,4,2,1.0,INNOVA & BUILD SAC,4,5,,Lima Top
WALK STREET,1.0,Edificio de departamentos,2850,570,510408.0,11342.4,9,1,1.0,INNOVA & BUILD SAC,4,5,,Lima Top
WALK STREET,1.0,Edificio de departamentos,2850,570,1374170.0,7083.34,2,3,1.0,INNOVA & BUILD SAC,4,5,,Lima Top
WALK STREET,1.0,Edificio de departamentos,2850,570,1257260.0,7309.62,3,3,1.0,INNOVA & BUILD SAC,4,5,,Lima Top
WALK STREET,1.0,Edificio de departamentos,2850,570,1296100.0,8151.6,1,3,1.0,INNOVA & BUILD SAC,4,5,,Lima Top
WALK STREET,1.0,Edificio de departamentos,2850,570,768690.0,8938.26,1,2,1.0,INNOVA & BUILD SAC,4,5,,Lima Top
WALK STREET,1.0,Edificio de departamentos,2850,570,70200.0,4680.0,35,0,1.0,INNOVA & BUILD SAC,4,5,,Lima Top
WALK STREET,1.0,Edificio de departamentos,2850,570,747985.0,9468.17,5,2,1.0,INNOVA & BUILD SAC,4,5,,Lima Top
WEST PRADO,,Edificio de departamentos,11600,580,1300000.0,9489.05,16,3,0.0,INMOBILIARIA CANTABRIA SAC,4,18,,Lima Top
WEST PRADO,,Edificio de departamentos,11600,580,50000.0,3846.15,57,0,0.0,INMOBILIARIA CANTABRIA SAC,4,18,,Lima Top
WEST PRADO,,Edificio de departamentos,11600,580,1253930.0,9572.0,32,3,0.0,INMOBILIARIA CANTABRIA SAC,4,18,,Lima Top
WEST PRADO,,Edificio de departamentos,11600,580,1070000.0,9639.64,16,3,0.0,INMOBILIARIA CANTABRIA SAC,4,18,,Lima Top
WEST PRADO,,Edificio de departamentos,11600,580,790000.0,9875.0,16,3,0.0,INMOBILIARIA CANTABRIA SAC,4,18,,Lima Top
WEST PRADO,,Edificio de departamentos,11600,580,0.0,0.0,1,0,0.0,INMOBILIARIA CANTABRIA SAC,4,18,,Lima Top
